State,female,Race,Citizen,Income,Profession
Alabama,1,Hispanic,FALSE,19245,Unemployment
Alabama,1,Black,FALSE,19719,Unemployment
Alabama,1,Asian,FALSE,45833,SelfEmployed
Alabama,1,Black,TRUE,21667,Unemployment
Alabama,1,Black,TRUE,27155,Unemployment
Alabama,1,Asian,FALSE,39837,PrivateWork
Alabama,1,Asian,FALSE,26277,SelfEmployed
Alabama,1,Native,FALSE,36000,PublicWork
Alabama,1,Asian,FALSE,42033,PrivateWork
Alabama,1,Asian,FALSE,40230,PrivateWork
Alabama,1,Asian,FALSE,40437,SelfEmployed
Alabama,1,Hispanic,TRUE,36536,FamilyWork
Alabama,1,Asian,FALSE,27272,PrivateWork
Alabama,1,Hispanic,FALSE,31310,SelfEmployed
Alabama,1,Hispanic,FALSE,45123,PublicWork
Alabama,1,Hispanic,TRUE,42276,PublicWork
Alabama,1,Black,FALSE,42521,SelfEmployed
Alabama,1,Black,FALSE,32857,SelfEmployed
Alabama,1,Black,TRUE,24150,PublicWork
Alabama,1,Black,TRUE,14352,Unemployment
Alabama,1,Black,FALSE,55000,PrivateWork
Alabama,1,Black,TRUE,26759,Unemployment
Alabama,1,Black,TRUE,27350,Unemployment
Alabama,1,Black,TRUE,24539,Unemployment
Alabama,1,Asian,FALSE,38304,SelfEmployed
Alabama,1,Asian,FALSE,28333,SelfEmployed
Alabama,1,Hispanic,TRUE,38636,SelfEmployed
Alabama,1,Hispanic,TRUE,35902,SelfEmployed
Alabama,1,Black,FALSE,46354,Unemployment
Alabama,1,Black,FALSE,47185,Unemployment
Alabama,1,Hispanic,TRUE,43125,PrivateWork
Alabama,1,Black,FALSE,41619,PublicWork
Alabama,1,Black,FALSE,30833,Unemployment
Alabama,1,Black,FALSE,40407,PublicWork
Alabama,1,Black,FALSE,21329,Unemployment
Alabama,1,Native,FALSE,46368,PrivateWork
Alabama,1,Black,FALSE,22238,PrivateWork
Alabama,1,Black,TRUE,18661,Unemployment
Alabama,1,Black,TRUE,18398,PrivateWork
Alabama,1,Hispanic,TRUE,36184,Unemployment
Alabama,1,Hispanic,FALSE,30165,Unemployment
Alabama,1,Black,FALSE,36842,FamilyWork
Alabama,1,Hispanic,FALSE,24107,PrivateWork
Alabama,1,Black,TRUE,41544,SelfEmployed
Alabama,1,Asian,FALSE,49625,Unemployment
Alabama,1,Asian,FALSE,47568,SelfEmployed
Alabama,1,Asian,FALSE,37375,PrivateWork
Alabama,1,Native,TRUE,29151,PrivateWork
Alabama,1,Hispanic,TRUE,36793,PrivateWork
Alabama,1,Asian,TRUE,31161,SelfEmployed
Alabama,1,White,TRUE,31552,SelfEmployed
Alabama,1,Black,FALSE,22298,Unemployment
Alabama,1,Black,TRUE,38333,Unemployment
Alabama,1,Black,FALSE,25276,Unemployment
Alabama,1,Hispanic,TRUE,34784,FamilyWork
Alabama,1,Black,TRUE,56714,PrivateWork
Alabama,1,Black,FALSE,36389,PrivateWork
Alabama,1,Hispanic,TRUE,34934,PrivateWork
Alabama,1,Black,FALSE,56920,SelfEmployed
Alabama,1,Black,TRUE,27889,PrivateWork
Alabama,1,Black,TRUE,15822,Unemployment
Alabama,1,Black,FALSE,27892,Unemployment
Alabama,1,Black,FALSE,36125,SelfEmployed
Alabama,1,Asian,TRUE,33047,SelfEmployed
Alabama,1,Black,FALSE,38036,Unemployment
Alabama,1,Hispanic,FALSE,26976,PublicWork
Alabama,1,Black,TRUE,23054,PrivateWork
Alabama,1,Black,TRUE,24286,PrivateWork
Alabama,1,Black,TRUE,12298,Unemployment
Alabama,1,Black,FALSE,59452,PublicWork
Alabama,1,Black,FALSE,15683,Unemployment
Alabama,1,Black,TRUE,24797,Unemployment
Alabama,1,Black,TRUE,16289,Unemployment
Alabama,1,Black,TRUE,24449,Unemployment
Alabama,1,Black,FALSE,38290,PrivateWork
Alabama,1,Black,FALSE,26678,PrivateWork
Alabama,1,Black,FALSE,32585,Unemployment
Alabama,1,Black,FALSE,27011,PublicWork
Alabama,1,Hispanic,TRUE,21818,Unemployment
Alabama,1,Black,FALSE,15822,Unemployment
Alabama,1,Black,TRUE,14022,Unemployment
Alabama,1,Hispanic,FALSE,30313,FamilyWork
Alabama,1,Hispanic,TRUE,30000,PrivateWork
Alabama,1,Asian,FALSE,50126,PrivateWork
Alabama,1,Black,FALSE,31479,SelfEmployed
Alabama,1,Black,FALSE,27394,Unemployment
Alabama,1,Black,FALSE,31225,PrivateWork
Alabama,1,Black,FALSE,44230,PrivateWork
Alabama,1,Hispanic,TRUE,32121,PublicWork
Alabama,1,Black,FALSE,57831,SelfEmployed
Alabama,1,Hispanic,TRUE,33276,PrivateWork
Alabama,1,Black,FALSE,57741,Unemployment
Alabama,1,Black,TRUE,50300,PrivateWork
Alabama,1,Black,FALSE,16167,Unemployment
Alabama,1,Black,TRUE,25188,Unemployment
Alabama,1,Black,TRUE,19346,Unemployment
Alabama,1,Black,TRUE,25000,Unemployment
Alabama,1,Black,FALSE,21843,Unemployment
Alabama,1,Black,FALSE,47286,PublicWork
Alabama,1,Hispanic,FALSE,63821,PrivateWork
Alabama,1,Asian,TRUE,96750,PrivateWork
Alabama,1,Black,TRUE,67816,PublicWork
Alabama,1,Pacific,TRUE,23532,Unemployment
Alabama,1,Hispanic,TRUE,57037,PrivateWork
Alabama,1,Black,TRUE,31892,SelfEmployed
Alabama,1,Black,FALSE,52628,PrivateWork
Alabama,1,Asian,TRUE,83578,PrivateWork
Alabama,1,White,FALSE,65398,PrivateWork
Alabama,1,Black,FALSE,68075,PrivateWork
Alabama,1,Hispanic,TRUE,27447,Unemployment
Alabama,1,Hispanic,FALSE,39018,PrivateWork
Alabama,1,Asian,TRUE,65644,PrivateWork
Alabama,1,Asian,FALSE,44507,PrivateWork
Alabama,1,Asian,TRUE,56383,PrivateWork
Alabama,1,Black,FALSE,54375,PrivateWork
Alabama,1,Asian,FALSE,39679,PrivateWork
Alabama,1,Black,TRUE,38361,PrivateWork
Alabama,1,Black,TRUE,41934,Unemployment
Alabama,1,Black,TRUE,35083,PrivateWork
Alabama,1,Black,FALSE,42163,PublicWork
Alabama,1,Hispanic,FALSE,52198,PrivateWork
Alabama,1,Black,FALSE,43750,Unemployment
Alabama,1,Black,FALSE,51318,PrivateWork
Alabama,1,Black,FALSE,55216,PublicWork
Alabama,1,Black,FALSE,27139,Unemployment
Alabama,1,Black,TRUE,32375,SelfEmployed
Alabama,1,Hispanic,FALSE,67551,PrivateWork
Alabama,1,White,TRUE,64136,PrivateWork
Alabama,1,White,FALSE,55714,SelfEmployed
Alabama,1,White,TRUE,44147,PrivateWork
Alabama,1,Native,TRUE,46267,FamilyWork
Alabama,1,Black,FALSE,23182,PrivateWork
Alabama,1,Black,TRUE,20648,Unemployment
Alabama,1,Black,TRUE,44919,PrivateWork
Alabama,1,Black,FALSE,41009,PrivateWork
Alabama,1,Black,FALSE,43382,SelfEmployed
Alabama,1,Asian,FALSE,52372,PrivateWork
Alabama,1,Black,TRUE,51136,FamilyWork
Alabama,1,Black,TRUE,45179,PrivateWork
Alabama,1,White,TRUE,92217,PrivateWork
Alabama,1,Black,FALSE,45028,PrivateWork
Alabama,1,Asian,TRUE,51992,SelfEmployed
Alabama,1,White,TRUE,115792,PublicWork
Alabama,1,White,TRUE,56382,PrivateWork
Alabama,1,White,TRUE,73828,PrivateWork
Alabama,1,White,TRUE,112397,PrivateWork
Alabama,1,Black,FALSE,20196,Unemployment
Alabama,1,Black,TRUE,18423,PrivateWork
Alabama,1,Black,TRUE,28413,SelfEmployed
Alabama,1,Asian,FALSE,41080,PrivateWork
Alabama,1,Hispanic,TRUE,30740,PrivateWork
Alabama,1,Asian,FALSE,50404,PrivateWork
Alabama,1,Asian,FALSE,61670,SelfEmployed
Alabama,1,Asian,FALSE,54555,PrivateWork
Alabama,1,Asian,FALSE,46875,SelfEmployed
Alabama,1,Black,FALSE,42750,Unemployment
Alabama,1,Black,FALSE,37714,PrivateWork
Alabama,1,Native,FALSE,44696,PrivateWork
Alabama,1,White,FALSE,31250,PublicWork
Alabama,1,White,TRUE,38073,PublicWork
Alabama,1,White,FALSE,22935,PublicWork
Alabama,1,Black,FALSE,72870,PublicWork
Alabama,1,Black,TRUE,40417,SelfEmployed
Alabama,1,White,TRUE,22241,PrivateWork
Alabama,1,Black,FALSE,45596,PrivateWork
Alabama,1,Black,TRUE,42226,PrivateWork
Alabama,1,Hispanic,TRUE,35608,PrivateWork
Alabama,1,Asian,FALSE,41646,PrivateWork
Alabama,1,Hispanic,TRUE,43326,Unemployment
Alabama,1,Hispanic,FALSE,32944,PrivateWork
Alabama,1,Hispanic,TRUE,21946,PrivateWork
Alabama,1,Black,TRUE,47316,PrivateWork
Alabama,1,Black,FALSE,31106,PrivateWork
Alabama,1,Black,FALSE,18750,Unemployment
Alabama,1,Black,FALSE,31371,PublicWork
Alabama,1,Black,FALSE,24886,Unemployment
Alabama,1,Black,FALSE,28750,PublicWork
Alabama,1,Black,FALSE,28170,Unemployment
Alabama,1,Black,FALSE,31400,Unemployment
Alabama,1,Black,FALSE,43462,SelfEmployed
Alabama,1,Black,FALSE,24375,Unemployment
Alabama,1,Hispanic,TRUE,30393,PrivateWork
Alabama,1,Black,FALSE,43636,PublicWork
Alabama,1,Black,FALSE,32089,PublicWork
Alabama,1,Native,FALSE,42125,FamilyWork
Alabama,1,Asian,FALSE,37256,SelfEmployed
Alabama,1,Black,TRUE,13420,Unemployment
Alabama,1,White,FALSE,43265,PrivateWork
Alabama,1,Asian,FALSE,79688,SelfEmployed
Alabama,1,Asian,FALSE,101875,PublicWork
Alabama,1,Asian,FALSE,67367,PublicWork
Alabama,1,Hispanic,TRUE,17781,Unemployment
Alabama,1,White,FALSE,29141,SelfEmployed
Alabama,1,Asian,FALSE,61359,PrivateWork
Alabama,1,Asian,FALSE,71758,SelfEmployed
Alabama,1,White,FALSE,81458,PrivateWork
Alabama,1,Asian,FALSE,48875,PrivateWork
Alabama,1,White,FALSE,88011,PublicWork
Alabama,1,Asian,TRUE,46629,SelfEmployed
Alabama,1,Black,FALSE,62879,PrivateWork
Alabama,1,White,FALSE,37017,FamilyWork
Alabama,1,Hispanic,TRUE,61620,PrivateWork
Alabama,1,Asian,FALSE,75147,PrivateWork
Alabama,1,Asian,FALSE,45897,PublicWork
Alabama,1,White,TRUE,49706,PrivateWork
Alabama,1,Black,TRUE,19852,Unemployment
Alabama,1,Black,TRUE,47686,SelfEmployed
Alabama,1,Asian,FALSE,30029,SelfEmployed
Alabama,1,Asian,FALSE,31278,SelfEmployed
Alabama,1,Asian,FALSE,41642,PrivateWork
Alabama,1,Asian,FALSE,39351,SelfEmployed
Alabama,1,Hispanic,TRUE,40104,SelfEmployed
Alabama,1,Black,FALSE,15658,Unemployment
Alabama,1,Black,TRUE,15246,PrivateWork
Alabama,1,Black,TRUE,16536,Unemployment
Alabama,1,Black,TRUE,25759,PrivateWork
Alabama,1,Black,FALSE,33178,PublicWork
Alabama,1,Asian,FALSE,51159,PrivateWork
Alabama,1,Black,FALSE,50380,PrivateWork
Alabama,1,Black,FALSE,18731,PublicWork
Alabama,1,Black,TRUE,12891,Unemployment
Alabama,1,Black,TRUE,9492,Unemployment
Alabama,1,Native,TRUE,32463,Unemployment
Alabama,1,Black,FALSE,37564,FamilyWork
Alabama,1,Black,TRUE,35889,PrivateWork
Alabama,1,Black,TRUE,29135,Unemployment
Alabama,1,Black,TRUE,27590,PrivateWork
Alabama,1,Black,FALSE,17279,Unemployment
Alabama,1,Black,TRUE,20094,PrivateWork
Alabama,1,Black,TRUE,28539,PrivateWork
Alabama,1,Black,TRUE,36058,PrivateWork
Alabama,1,Black,FALSE,44399,SelfEmployed
Alabama,1,White,FALSE,42146,PrivateWork
Alabama,1,White,TRUE,34375,PrivateWork
Alabama,1,White,TRUE,18556,PrivateWork
Alabama,1,Black,TRUE,40481,PrivateWork
Alabama,1,Hispanic,TRUE,71775,PrivateWork
Alabama,1,Black,TRUE,41903,PublicWork
Alabama,1,Asian,TRUE,65714,PrivateWork
Alabama,1,Asian,FALSE,101488,PrivateWork
Alabama,1,Hispanic,TRUE,15069,FamilyWork
Alabama,1,Hispanic,FALSE,,Unemployment
Alabama,1,White,TRUE,30600,Unemployment
Alabama,1,White,TRUE,53170,PrivateWork
Alabama,1,Black,FALSE,57739,PrivateWork
Alabama,1,White,FALSE,55592,PrivateWork
Alabama,1,Hispanic,FALSE,60979,PrivateWork
Alabama,1,Black,FALSE,22688,Unemployment
Alabama,1,Black,TRUE,16004,Unemployment
Alabama,1,Black,FALSE,13201,Unemployment
Alabama,1,Black,TRUE,16957,Unemployment
Alabama,1,Black,TRUE,22903,Unemployment
Alabama,1,Hispanic,TRUE,20082,Unemployment
Alabama,1,Hispanic,TRUE,37500,PrivateWork
Alabama,1,White,FALSE,41050,PrivateWork
Alabama,1,Native,FALSE,42010,Unemployment
Alabama,1,Native,FALSE,50543,PublicWork
Alabama,1,Black,FALSE,54500,PrivateWork
Alabama,1,Black,FALSE,38000,Unemployment
Alabama,1,Black,FALSE,60545,PrivateWork
Alabama,1,Black,FALSE,52536,SelfEmployed
Alabama,1,White,TRUE,71864,SelfEmployed
Alabama,1,Hispanic,FALSE,49116,FamilyWork
Alabama,1,Black,TRUE,34133,PrivateWork
Alabama,1,Black,TRUE,32095,Unemployment
Alabama,1,Black,FALSE,20035,Unemployment
Alabama,1,Black,TRUE,17604,Unemployment
Alabama,1,Black,TRUE,17031,Unemployment
Alabama,1,Black,FALSE,23843,Unemployment
Alabama,1,Hispanic,TRUE,35544,PrivateWork
Alabama,1,Black,TRUE,16089,PublicWork
Alabama,1,Black,FALSE,16617,Unemployment
Alabama,1,Black,FALSE,52131,PublicWork
Alabama,1,Native,FALSE,21574,PublicWork
Alabama,1,Black,FALSE,41580,PrivateWork
Alabama,1,Black,TRUE,39615,PublicWork
Alabama,1,Black,FALSE,28333,Unemployment
Alabama,1,Black,TRUE,22070,Unemployment
Alabama,1,Black,FALSE,29405,Unemployment
Alabama,1,White,TRUE,29350,PrivateWork
Alabama,1,Black,FALSE,58314,PublicWork
Alabama,1,Black,FALSE,42935,PublicWork
Alabama,1,Hispanic,TRUE,32139,PublicWork
Alabama,1,Black,TRUE,40202,FamilyWork
Alabama,1,Black,FALSE,41857,PrivateWork
Alabama,1,Black,FALSE,59750,SelfEmployed
Alabama,1,White,TRUE,44837,PublicWork
Alabama,1,Black,TRUE,29112,Unemployment
Alabama,1,White,TRUE,77772,PublicWork
Alabama,1,White,FALSE,65888,PublicWork
Alabama,1,Black,FALSE,89671,PublicWork
Alabama,1,Black,FALSE,70093,PublicWork
Alabama,1,Black,TRUE,30663,PublicWork
Alabama,1,White,FALSE,50357,PublicWork
Alabama,1,White,FALSE,65042,SelfEmployed
Alabama,1,Black,FALSE,37741,FamilyWork
Alabama,1,Black,FALSE,36544,PublicWork
Alabama,1,Hispanic,FALSE,42414,PrivateWork
Alabama,1,Pacific,TRUE,33679,Unemployment
Alabama,1,Hispanic,TRUE,26331,PrivateWork
Alabama,1,Hispanic,FALSE,61587,PrivateWork
Alabama,1,Asian,FALSE,35864,PrivateWork
Alabama,1,Hispanic,TRUE,29644,PrivateWork
Alabama,1,Hispanic,TRUE,47769,PrivateWork
Alabama,1,Black,FALSE,30662,Unemployment
Alabama,1,Black,TRUE,16283,SelfEmployed
Alabama,1,Hispanic,FALSE,26681,PublicWork
Alabama,1,Asian,FALSE,33750,SelfEmployed
Alabama,1,Black,FALSE,22437,PrivateWork
Alabama,1,White,FALSE,30084,PublicWork
Alabama,1,Black,FALSE,29154,PrivateWork
Alabama,1,Black,TRUE,32957,SelfEmployed
Alabama,1,Black,TRUE,16914,Unemployment
Alabama,1,Hispanic,TRUE,28940,PrivateWork
Alabama,1,White,FALSE,48307,PrivateWork
Alabama,1,Black,FALSE,32788,PublicWork
Alabama,1,Asian,FALSE,61219,PrivateWork
Alabama,1,Asian,FALSE,56000,PrivateWork
Alabama,1,Asian,TRUE,27674,PrivateWork
Alabama,1,White,TRUE,41613,PrivateWork
Alabama,1,White,TRUE,119659,FamilyWork
Alabama,1,White,FALSE,71973,SelfEmployed
Alabama,1,Hispanic,TRUE,59181,PrivateWork
Alabama,1,Hispanic,TRUE,51117,PrivateWork
Alabama,1,Asian,TRUE,67600,PrivateWork
Alabama,1,Hispanic,TRUE,39167,SelfEmployed
Alabama,1,White,TRUE,103092,PrivateWork
Alabama,1,Hispanic,TRUE,53239,PrivateWork
Alabama,1,Hispanic,FALSE,73171,PrivateWork
Alabama,1,Hispanic,FALSE,30268,Unemployment
Alabama,1,Black,FALSE,31409,PrivateWork
Alabama,1,Black,TRUE,14465,Unemployment
Alabama,1,Black,FALSE,18235,Unemployment
Alabama,1,Black,FALSE,29079,Unemployment
Alabama,1,Black,FALSE,33688,PrivateWork
Alabama,1,Black,TRUE,32429,Unemployment
Alabama,1,Hispanic,TRUE,26695,Unemployment
Alabama,1,Black,TRUE,15503,Unemployment
Alabama,1,Black,FALSE,38000,Unemployment
Alabama,1,Black,TRUE,27176,Unemployment
Alabama,1,Black,FALSE,33143,Unemployment
Alabama,1,Black,FALSE,36356,Unemployment
Alabama,1,Hispanic,TRUE,32727,PrivateWork
Alabama,1,Black,TRUE,28457,Unemployment
Alabama,1,Black,FALSE,31292,PrivateWork
Alabama,1,Hispanic,TRUE,35651,PrivateWork
Alabama,1,Asian,FALSE,55511,SelfEmployed
Alabama,1,White,FALSE,47854,PublicWork
Alabama,1,Hispanic,FALSE,42037,PrivateWork
Alabama,1,Black,TRUE,26773,PublicWork
Alabama,1,White,TRUE,81957,FamilyWork
Alabama,1,White,FALSE,48393,PrivateWork
Alabama,1,Hispanic,FALSE,41591,PrivateWork
Alabama,1,White,FALSE,11932,Unemployment
Alabama,1,White,FALSE,13688,PublicWork
Alabama,1,Black,FALSE,24181,PrivateWork
Alabama,1,Black,FALSE,29988,Unemployment
Alabama,1,Black,FALSE,23824,Unemployment
Alabama,1,Hispanic,FALSE,24483,PublicWork
Alabama,1,Pacific,FALSE,31382,PrivateWork
Alabama,1,Hispanic,FALSE,37015,FamilyWork
Alabama,1,Black,TRUE,27110,PrivateWork
Alabama,1,Black,TRUE,70154,PrivateWork
Alabama,1,Black,TRUE,77917,PublicWork
Alabama,1,Black,TRUE,26205,PrivateWork
Alabama,1,Hispanic,TRUE,31616,FamilyWork
Alabama,1,Asian,FALSE,41373,SelfEmployed
Alabama,1,Hispanic,TRUE,34688,PrivateWork
Alabama,1,Asian,TRUE,29375,Unemployment
Alabama,1,Asian,FALSE,28911,PrivateWork
Alabama,1,Asian,FALSE,40233,PrivateWork
Alabama,1,Asian,FALSE,24792,PrivateWork
Alabama,1,Asian,FALSE,34250,PrivateWork
Alabama,1,Asian,TRUE,45260,PrivateWork
Alabama,1,Black,TRUE,25100,Unemployment
Alabama,1,Black,FALSE,28095,Unemployment
Alabama,1,Asian,FALSE,37409,PrivateWork
Alabama,1,Asian,FALSE,36016,FamilyWork
Alaska,1,Pacific,TRUE,47500,PrivateWork
Alaska,1,Pacific,FALSE,42679,FamilyWork
Alaska,1,Native,FALSE,86083,SelfEmployed
Alaska,1,Native,FALSE,115708,SelfEmployed
Alaska,1,Native,TRUE,97482,PublicWork
Alaska,1,Pacific,TRUE,108655,PublicWork
Alaska,1,Native,FALSE,134135,SelfEmployed
Alaska,1,Native,TRUE,44809,Unemployment
Alaska,1,Native,TRUE,51389,SelfEmployed
Alaska,1,Asian,FALSE,,PrivateWork
Arizona,1,Native,TRUE,33438,PublicWork
Arizona,1,Native,TRUE,45566,SelfEmployed
Arizona,1,Hispanic,FALSE,29262,SelfEmployed
Arizona,1,Hispanic,TRUE,27399,SelfEmployed
Arizona,1,Hispanic,TRUE,21366,FamilyWork
Arizona,1,Hispanic,TRUE,22500,Unemployment
Arizona,1,Hispanic,TRUE,30595,FamilyWork
Arizona,1,Hispanic,TRUE,36100,SelfEmployed
Arizona,1,White,TRUE,31995,PublicWork
Arizona,1,Native,TRUE,41038,SelfEmployed
Arizona,1,White,TRUE,60500,PublicWork
Arizona,1,White,FALSE,31889,PublicWork
Arizona,1,Hispanic,TRUE,43641,PublicWork
Arizona,1,White,TRUE,58906,PublicWork
Arizona,1,Hispanic,FALSE,52120,PublicWork
Arizona,1,Native,FALSE,11629,Unemployment
Arizona,1,Native,TRUE,70256,SelfEmployed
Arizona,1,Native,TRUE,43990,PublicWork
Arizona,1,Native,FALSE,44781,PublicWork
Arizona,1,Hispanic,FALSE,39375,FamilyWork
Arizona,1,Native,TRUE,25313,Unemployment
Arizona,1,Native,TRUE,35516,SelfEmployed
Arizona,1,Hispanic,TRUE,50222,PublicWork
Arizona,1,Pacific,FALSE,58021,SelfEmployed
Arizona,1,Hispanic,FALSE,32424,SelfEmployed
Arizona,1,Asian,FALSE,38090,SelfEmployed
Arizona,1,Asian,FALSE,39721,SelfEmployed
Arizona,1,Asian,FALSE,47232,SelfEmployed
Arizona,1,Asian,FALSE,44375,SelfEmployed
Arizona,1,Hispanic,FALSE,71875,PublicWork
Arizona,1,Hispanic,TRUE,61163,PrivateWork
Arizona,1,White,TRUE,115327,SelfEmployed
Arizona,1,Asian,FALSE,44535,SelfEmployed
Arizona,1,Asian,FALSE,58217,PrivateWork
Arizona,1,Asian,FALSE,50275,FamilyWork
Arizona,1,Hispanic,FALSE,35837,PrivateWork
Arizona,1,Hispanic,TRUE,52862,PrivateWork
Arizona,1,Native,TRUE,29329,FamilyWork
Arizona,1,Hispanic,TRUE,53796,PrivateWork
Arizona,1,Hispanic,TRUE,57611,PrivateWork
Arizona,1,Hispanic,TRUE,56250,PublicWork
Arizona,1,Native,FALSE,,PrivateWork
Arizona,1,Asian,FALSE,64135,PrivateWork
Arizona,1,White,TRUE,61094,PrivateWork
Arizona,1,Hispanic,TRUE,52232,PrivateWork
Arizona,1,Hispanic,TRUE,54783,PrivateWork
Arizona,1,White,TRUE,51525,SelfEmployed
Arizona,1,Hispanic,TRUE,50448,SelfEmployed
Arizona,1,White,TRUE,84643,SelfEmployed
Arizona,1,White,TRUE,93600,PublicWork
Arizona,1,Hispanic,TRUE,54063,PrivateWork
Arizona,1,Hispanic,TRUE,48464,PrivateWork
Arizona,1,Hispanic,TRUE,74446,PublicWork
Arizona,1,Hispanic,TRUE,72923,PublicWork
Arizona,1,White,TRUE,95804,PrivateWork
Arizona,1,Asian,FALSE,34354,PrivateWork
Arizona,1,Pacific,FALSE,37061,Unemployment
Arizona,1,Hispanic,FALSE,37380,FamilyWork
Arizona,1,Hispanic,FALSE,37626,SelfEmployed
Arizona,1,White,TRUE,80769,SelfEmployed
Arizona,1,Hispanic,FALSE,34135,PrivateWork
Arizona,1,Hispanic,FALSE,67500,PrivateWork
Arizona,1,Hispanic,FALSE,32847,Unemployment
Arizona,1,Asian,FALSE,31548,Unemployment
Arizona,1,Asian,FALSE,32706,PrivateWork
Arizona,1,White,FALSE,45000,PrivateWork
Arizona,1,Hispanic,TRUE,26886,PrivateWork
Arizona,1,Hispanic,TRUE,35443,Unemployment
Arizona,1,White,TRUE,61875,PrivateWork
Arizona,1,White,TRUE,49677,PublicWork
Arizona,1,Native,TRUE,68750,PrivateWork
Arizona,1,Hispanic,TRUE,53650,PrivateWork
Arizona,1,White,TRUE,54960,PrivateWork
Arizona,1,Hispanic,TRUE,38285,PrivateWork
Arizona,1,Native,TRUE,70212,PrivateWork
Arizona,1,Hispanic,TRUE,31388,PrivateWork
Arizona,1,Hispanic,TRUE,58352,PrivateWork
Arizona,1,Native,TRUE,34339,PrivateWork
Arizona,1,Hispanic,TRUE,31823,Unemployment
Arizona,1,White,TRUE,61875,SelfEmployed
Arizona,1,White,TRUE,51806,PrivateWork
Arizona,1,Hispanic,FALSE,44250,PrivateWork
Arizona,1,Hispanic,TRUE,117950,PrivateWork
Arizona,1,Native,TRUE,43896,PrivateWork
Arizona,1,White,FALSE,72664,PrivateWork
Arizona,1,White,FALSE,49554,FamilyWork
Arizona,1,Hispanic,TRUE,55226,SelfEmployed
Arizona,1,Native,TRUE,41400,PrivateWork
Arizona,1,Hispanic,TRUE,50990,SelfEmployed
Arizona,1,White,TRUE,55733,PrivateWork
Arizona,1,Hispanic,FALSE,57115,PrivateWork
Arizona,1,Native,FALSE,53791,PrivateWork
Arizona,1,Hispanic,TRUE,50265,SelfEmployed
Arizona,1,Hispanic,TRUE,55322,SelfEmployed
Arizona,1,Hispanic,TRUE,33830,SelfEmployed
Arizona,1,Hispanic,TRUE,41239,Unemployment
Arizona,1,White,FALSE,66477,SelfEmployed
Arizona,1,Hispanic,TRUE,53854,PrivateWork
Arizona,1,Hispanic,FALSE,76042,SelfEmployed
Arizona,1,Native,TRUE,18611,SelfEmployed
Arizona,1,Native,TRUE,48077,PrivateWork
Arizona,1,Hispanic,FALSE,55084,PrivateWork
Arizona,1,Native,TRUE,38125,PrivateWork
Arizona,1,White,TRUE,51757,PrivateWork
Arizona,1,Asian,FALSE,101732,SelfEmployed
Arizona,1,Hispanic,TRUE,71402,SelfEmployed
Arizona,1,Native,TRUE,41956,PrivateWork
Arizona,1,Hispanic,TRUE,27938,Unemployment
Arizona,1,Native,TRUE,24003,PrivateWork
Arizona,1,Hispanic,TRUE,41722,PrivateWork
