female,Race,Citizen,Income,Profession
1,Asian,FALSE,51613,PrivateWork
1,Hispanic,FALSE,41063,PrivateWork
1,Asian,FALSE,35475,PrivateWork
1,Asian,FALSE,51429,SelfEmployed
1,Hispanic,FALSE,41867,SelfEmployed
1,Hispanic,TRUE,37109,SelfEmployed
1,Hispanic,FALSE,45795,PrivateWork
1,Hispanic,TRUE,33235,SelfEmployed
1,Hispanic,FALSE,29958,SelfEmployed
1,Native,FALSE,26019,Unemployment
1,Hispanic,FALSE,28269,SelfEmployed
1,Black,FALSE,35268,Unemployment
1,Hispanic,FALSE,28995,PrivateWork
1,Hispanic,FALSE,36538,PrivateWork
1,Asian,FALSE,52500,PrivateWork
1,Asian,FALSE,86568,PrivateWork
1,Asian,FALSE,94234,SelfEmployed
1,Hispanic,FALSE,54074,SelfEmployed
1,Asian,FALSE,57338,SelfEmployed
1,Asian,FALSE,60054,PrivateWork
1,Hispanic,FALSE,51198,Unemployment
1,Asian,FALSE,90725,PrivateWork
1,Asian,FALSE,95195,PrivateWork
1,Asian,FALSE,84493,PrivateWork
1,Asian,TRUE,25402,PrivateWork
1,Hispanic,TRUE,20116,SelfEmployed
1,Asian,FALSE,51322,PrivateWork
1,Hispanic,TRUE,39345,PrivateWork
1,Asian,TRUE,46167,PrivateWork
1,Asian,FALSE,72575,PrivateWork
1,Asian,FALSE,74356,PrivateWork
1,Hispanic,FALSE,43750,SelfEmployed
1,Hispanic,FALSE,53026,Unemployment
1,Hispanic,TRUE,37337,PrivateWork
1,Hispanic,TRUE,30448,Unemployment
1,White,TRUE,66189,Unemployment
1,White,TRUE,78350,PrivateWork
1,Hispanic,TRUE,41737,FamilyWork
1,Hispanic,FALSE,62697,PrivateWork
1,White,TRUE,37047,PublicWork
1,Hispanic,TRUE,38913,SelfEmployed
1,Hispanic,TRUE,40667,PrivateWork
1,Hispanic,FALSE,34209,SelfEmployed
1,Asian,TRUE,22958,Unemployment
1,White,TRUE,56165,SelfEmployed
1,Hispanic,TRUE,38818,Unemployment
1,White,TRUE,41287,Unemployment
1,Hispanic,TRUE,30778,PrivateWork
1,Hispanic,TRUE,22794,Unemployment
1,White,TRUE,44509,FamilyWork
1,Hispanic,FALSE,41984,FamilyWork
1,White,TRUE,40294,Unemployment
1,Hispanic,TRUE,35640,SelfEmployed
1,White,TRUE,30302,SelfEmployed
1,White,TRUE,40287,PrivateWork
1,Asian,FALSE,88420,PrivateWork
1,Asian,TRUE,54038,PrivateWork
1,Asian,FALSE,50461,PrivateWork
1,White,TRUE,46099,PrivateWork
1,White,TRUE,58527,PrivateWork
1,White,TRUE,66500,PublicWork
1,White,TRUE,48182,PrivateWork
1,Hispanic,TRUE,82692,SelfEmployed
1,White,TRUE,104861,FamilyWork
1,White,TRUE,112609,SelfEmployed
1,Hispanic,FALSE,67230,SelfEmployed
1,White,TRUE,73438,PrivateWork
1,Hispanic,TRUE,71607,SelfEmployed
1,Hispanic,FALSE,50235,SelfEmployed
1,Hispanic,TRUE,117694,SelfEmployed
1,Hispanic,TRUE,54957,SelfEmployed
1,Hispanic,TRUE,44420,PrivateWork
1,Hispanic,FALSE,55893,FamilyWork
1,White,TRUE,138077,FamilyWork
1,Hispanic,FALSE,56733,PrivateWork
1,Hispanic,FALSE,41460,PrivateWork
1,Asian,FALSE,48428,SelfEmployed
1,Asian,TRUE,102837,SelfEmployed
1,Hispanic,FALSE,47116,FamilyWork
1,Asian,FALSE,46633,SelfEmployed
1,White,TRUE,45792,PrivateWork
1,Hispanic,FALSE,29020,SelfEmployed
1,Hispanic,TRUE,50260,PrivateWork
1,Hispanic,TRUE,51021,SelfEmployed
1,White,TRUE,73077,SelfEmployed
1,Hispanic,TRUE,52743,SelfEmployed
1,Hispanic,FALSE,51472,PublicWork
1,Hispanic,FALSE,46402,Unemployment
1,White,TRUE,38826,Unemployment
1,Hispanic,FALSE,31324,PrivateWork
1,Black,FALSE,25398,Unemployment
1,Asian,FALSE,32864,PrivateWork
1,Asian,FALSE,71364,PrivateWork
1,Black,FALSE,20000,Unemployment
1,Black,FALSE,18703,Unemployment
1,Black,FALSE,15426,Unemployment
1,White,TRUE,64063,SelfEmployed
1,Asian,TRUE,42414,SelfEmployed
1,Black,FALSE,18284,Unemployment
1,Hispanic,FALSE,25326,Unemployment
1,Black,FALSE,22544,Unemployment
1,Black,TRUE,20595,Unemployment
1,Black,TRUE,19602,Unemployment
1,Hispanic,FALSE,65495,PrivateWork
1,Black,FALSE,40871,PrivateWork
1,Black,FALSE,37517,PrivateWork
1,Black,FALSE,44602,PrivateWork
1,Black,TRUE,51117,SelfEmployed
1,Black,FALSE,32850,Unemployment
1,Black,TRUE,43750,Unemployment
1,Black,FALSE,32813,Unemployment
1,Black,TRUE,38505,Unemployment
1,Black,FALSE,27150,Unemployment
1,Hispanic,TRUE,27471,PublicWork
1,Black,FALSE,23170,Unemployment
1,Black,FALSE,19030,Unemployment
1,Hispanic,FALSE,50685,PrivateWork
1,Black,FALSE,22610,Unemployment
1,Hispanic,TRUE,43104,Unemployment
1,Asian,FALSE,32724,PrivateWork
1,Hispanic,TRUE,32344,Unemployment
1,Hispanic,TRUE,35588,Unemployment
1,Hispanic,TRUE,71270,PrivateWork
1,Asian,TRUE,73156,PrivateWork
1,Asian,FALSE,74818,PrivateWork
1,Asian,FALSE,71691,PrivateWork
1,Asian,TRUE,60783,PrivateWork
1,Hispanic,TRUE,57147,PrivateWork
1,Asian,FALSE,69154,PrivateWork
1,Asian,FALSE,46582,PrivateWork
1,Asian,TRUE,53859,PrivateWork
1,Asian,FALSE,73939,PrivateWork
1,Hispanic,TRUE,61420,PrivateWork
1,Asian,FALSE,40372,PrivateWork
1,Hispanic,FALSE,36483,PrivateWork
1,Asian,FALSE,63036,PrivateWork
1,Asian,TRUE,43844,PrivateWork
1,Hispanic,FALSE,38801,Unemployment
1,Black,FALSE,33456,PrivateWork
1,Black,FALSE,27489,Unemployment
1,Hispanic,TRUE,46169,Unemployment
1,Asian,TRUE,35592,PrivateWork
1,Asian,FALSE,50935,PrivateWork
1,Hispanic,TRUE,45162,PrivateWork
1,Asian,FALSE,74514,SelfEmployed
1,White,TRUE,87738,PrivateWork
1,Black,FALSE,41879,PrivateWork
1,Asian,FALSE,41971,PrivateWork
1,Hispanic,TRUE,39926,PrivateWork
1,Asian,FALSE,71076,PrivateWork
1,Asian,FALSE,56849,PrivateWork
1,Asian,FALSE,46184,PrivateWork
1,Hispanic,TRUE,41935,PrivateWork
1,Black,TRUE,20963,Unemployment
1,Black,TRUE,45000,SelfEmployed
1,Black,FALSE,32353,Unemployment
1,Asian,FALSE,44693,PrivateWork
1,Asian,TRUE,34436,PrivateWork
1,Black,FALSE,32250,PrivateWork
1,Black,FALSE,33348,Unemployment
1,Asian,TRUE,46645,PrivateWork
1,Hispanic,FALSE,36399,PrivateWork
1,Black,FALSE,23320,Unemployment
1,Black,TRUE,25902,PrivateWork
1,Asian,TRUE,72593,PublicWork
1,Hispanic,TRUE,34861,SelfEmployed
1,Black,TRUE,33778,Unemployment
1,Pacific,TRUE,41938,PrivateWork
1,Black,TRUE,44012,Unemployment
1,Asian,TRUE,57727,SelfEmployed
1,Hispanic,TRUE,36949,PrivateWork
1,Hispanic,FALSE,47468,PrivateWork
1,Asian,TRUE,34464,Unemployment
1,White,TRUE,53194,PrivateWork
1,Hispanic,TRUE,37308,SelfEmployed
1,Asian,TRUE,50902,SelfEmployed
1,Asian,TRUE,60977,PublicWork
1,Asian,TRUE,41728,SelfEmployed
1,Asian,TRUE,50276,PrivateWork
1,Black,TRUE,37569,PrivateWork
1,Hispanic,TRUE,48445,PrivateWork
1,Hispanic,TRUE,50145,PrivateWork
1,Asian,TRUE,49282,SelfEmployed
1,Black,TRUE,32142,PublicWork
1,Hispanic,FALSE,32839,PublicWork
1,Hispanic,TRUE,41755,PublicWork
1,Hispanic,FALSE,56688,PublicWork
1,Hispanic,TRUE,31766,PublicWork
1,Hispanic,FALSE,47600,PrivateWork
1,Black,TRUE,30490,Unemployment
1,Hispanic,TRUE,24930,Unemployment
1,White,FALSE,34707,Unemployment
1,White,TRUE,44558,PublicWork
1,Hispanic,TRUE,35696,SelfEmployed
1,Hispanic,TRUE,35559,SelfEmployed
1,Hispanic,FALSE,53962,PrivateWork
1,Asian,TRUE,58237,PrivateWork
1,Hispanic,FALSE,31875,Unemployment
1,Asian,FALSE,42875,PrivateWork
1,Hispanic,TRUE,38447,Unemployment
1,Hispanic,TRUE,36762,Unemployment
1,Hispanic,TRUE,36200,SelfEmployed
1,Hispanic,TRUE,28507,Unemployment
1,White,TRUE,39593,Unemployment
1,White,TRUE,39306,PublicWork
1,Hispanic,TRUE,37424,SelfEmployed
1,White,TRUE,41474,PrivateWork
1,Hispanic,TRUE,42788,PrivateWork
1,Black,TRUE,26628,Unemployment
1,Hispanic,FALSE,22398,Unemployment
1,Asian,FALSE,39875,PrivateWork
1,Hispanic,TRUE,42819,PrivateWork
1,Hispanic,TRUE,27740,Unemployment
1,Hispanic,TRUE,44847,SelfEmployed
1,Hispanic,TRUE,29375,PublicWork
1,Asian,FALSE,26741,PrivateWork
1,Hispanic,FALSE,34313,PrivateWork
1,Hispanic,FALSE,24512,Unemployment
1,Hispanic,FALSE,20328,Unemployment
1,Asian,FALSE,19234,FamilyWork
1,Hispanic,FALSE,38906,PrivateWork
1,Hispanic,FALSE,42042,PrivateWork
1,Hispanic,FALSE,19563,Unemployment
1,Hispanic,FALSE,27500,PrivateWork
1,Hispanic,TRUE,40995,PrivateWork
1,Hispanic,FALSE,33659,PrivateWork
1,Hispanic,FALSE,25741,PrivateWork
1,Hispanic,FALSE,21753,Unemployment
1,Hispanic,FALSE,25055,Unemployment
1,Hispanic,FALSE,19236,Unemployment
1,Hispanic,FALSE,21284,Unemployment
1,Hispanic,TRUE,29688,PrivateWork
1,Hispanic,FALSE,9701,Unemployment
1,Hispanic,TRUE,23536,PrivateWork
1,Asian,FALSE,44145,PrivateWork
1,Asian,TRUE,51902,PrivateWork
1,Asian,TRUE,58906,PrivateWork
1,Asian,TRUE,50169,PrivateWork
1,Asian,FALSE,30549,PrivateWork
1,Asian,FALSE,41870,PrivateWork
1,Hispanic,FALSE,34340,SelfEmployed
1,Hispanic,FALSE,42227,Unemployment
1,Hispanic,FALSE,57500,PrivateWork
1,Hispanic,TRUE,50388,PrivateWork
1,Asian,TRUE,19929,PrivateWork
1,Asian,TRUE,20157,PrivateWork
1,Hispanic,FALSE,27740,PrivateWork
1,Hispanic,FALSE,22616,Unemployment
1,Asian,TRUE,,FamilyWork
1,Asian,TRUE,70714,SelfEmployed
1,Asian,FALSE,64129,PublicWork
1,Asian,TRUE,35114,Unemployment
1,Hispanic,TRUE,53786,PrivateWork
1,Pacific,TRUE,62750,PrivateWork
1,Asian,FALSE,36301,PrivateWork
1,Hispanic,TRUE,67228,PrivateWork
1,Asian,FALSE,72824,PrivateWork
1,Asian,FALSE,59888,PrivateWork
1,Asian,FALSE,59173,PrivateWork
1,Hispanic,TRUE,67386,PrivateWork
1,Hispanic,TRUE,85185,SelfEmployed
1,Asian,TRUE,76705,PrivateWork
1,Asian,TRUE,42574,PrivateWork
1,Asian,FALSE,50470,PrivateWork
1,Hispanic,FALSE,55893,PrivateWork
1,Asian,FALSE,54355,PrivateWork
1,Asian,FALSE,37177,PrivateWork
1,Asian,TRUE,70955,PrivateWork
1,Hispanic,TRUE,69471,PrivateWork
1,Hispanic,FALSE,43466,PrivateWork
1,Asian,FALSE,41838,PrivateWork
1,Hispanic,TRUE,62143,PrivateWork
1,Hispanic,FALSE,48883,PrivateWork
1,Hispanic,FALSE,54063,PrivateWork
1,Pacific,FALSE,95688,PrivateWork
1,Hispanic,FALSE,44722,SelfEmployed
1,Hispanic,FALSE,68797,SelfEmployed
1,Asian,TRUE,42406,PrivateWork
1,Hispanic,TRUE,74727,SelfEmployed
1,Asian,FALSE,55857,PrivateWork
1,Asian,FALSE,47299,PrivateWork
1,Hispanic,FALSE,31875,Unemployment
1,Hispanic,FALSE,50088,Unemployment
1,Hispanic,FALSE,68500,PrivateWork
1,Hispanic,FALSE,32413,PrivateWork
1,Asian,FALSE,142768,PrivateWork
1,Hispanic,TRUE,63333,PrivateWork
1,White,TRUE,39004,SelfEmployed
1,Hispanic,TRUE,52577,PrivateWork
1,White,TRUE,40188,SelfEmployed
1,Hispanic,TRUE,32730,PrivateWork
1,White,TRUE,51829,SelfEmployed
1,White,TRUE,40262,SelfEmployed
1,White,TRUE,61196,SelfEmployed
1,Hispanic,TRUE,34024,PrivateWork
1,Asian,TRUE,,SelfEmployed
1,Hispanic,FALSE,,PublicWork
1,Hispanic,TRUE,31546,PrivateWork
1,Asian,TRUE,38818,PrivateWork
1,Hispanic,TRUE,23477,PrivateWork
1,Hispanic,TRUE,133153,SelfEmployed
1,White,TRUE,76361,SelfEmployed
1,Hispanic,TRUE,32683,PrivateWork
1,White,TRUE,42461,SelfEmployed
1,White,TRUE,32854,PrivateWork
1,Hispanic,TRUE,43021,SelfEmployed
1,Hispanic,TRUE,40410,PrivateWork
1,Black,FALSE,39654,Unemployment
1,Black,TRUE,44490,PublicWork
1,Hispanic,TRUE,36402,Unemployment
1,Hispanic,TRUE,58713,PrivateWork
1,Hispanic,TRUE,22806,PrivateWork
1,White,TRUE,39635,PrivateWork
1,White,TRUE,35379,FamilyWork
1,Hispanic,TRUE,37738,SelfEmployed
1,Hispanic,TRUE,40162,PrivateWork
1,Hispanic,TRUE,38842,SelfEmployed
1,Hispanic,FALSE,34693,PrivateWork
1,Hispanic,TRUE,51784,PrivateWork
1,Hispanic,FALSE,38087,Unemployment
1,Hispanic,TRUE,36067,Unemployment
1,Asian,FALSE,51914,PrivateWork
1,Hispanic,FALSE,39436,SelfEmployed
1,Asian,FALSE,39745,PrivateWork
1,Hispanic,TRUE,43540,PrivateWork
1,White,TRUE,55532,SelfEmployed
1,Hispanic,TRUE,43587,PrivateWork
1,White,TRUE,45156,PrivateWork
1,Hispanic,FALSE,67865,PrivateWork
1,Asian,TRUE,59101,PrivateWork
1,Hispanic,FALSE,56036,PrivateWork
1,Asian,FALSE,55631,PrivateWork
1,Asian,TRUE,83910,PrivateWork
1,Hispanic,FALSE,26401,PrivateWork
1,Hispanic,FALSE,34463,PrivateWork
1,White,TRUE,66774,SelfEmployed
1,Asian,FALSE,52964,FamilyWork
1,White,TRUE,39058,PrivateWork
1,Native,TRUE,41835,PrivateWork
1,Hispanic,TRUE,50563,SelfEmployed
1,White,TRUE,51217,PrivateWork
1,Hispanic,TRUE,53265,SelfEmployed
1,White,TRUE,42705,PrivateWork
1,Hispanic,FALSE,50699,SelfEmployed
1,White,TRUE,34041,SelfEmployed
1,White,TRUE,52026,SelfEmployed
1,Hispanic,FALSE,66061,SelfEmployed
1,Hispanic,FALSE,37900,Unemployment
1,Hispanic,TRUE,41896,PrivateWork
1,Hispanic,FALSE,45449,PrivateWork
1,Hispanic,FALSE,37318,Unemployment
1,Hispanic,FALSE,46750,PrivateWork
1,Hispanic,FALSE,51076,PrivateWork
1,Native,TRUE,48810,SelfEmployed
1,White,TRUE,47750,FamilyWork
1,Hispanic,TRUE,38854,Unemployment
1,White,TRUE,31850,PrivateWork
1,White,TRUE,34597,Unemployment
1,Hispanic,FALSE,35349,SelfEmployed
1,Asian,FALSE,57625,PublicWork
1,Hispanic,TRUE,42946,SelfEmployed
1,Hispanic,FALSE,95990,FamilyWork
1,Hispanic,FALSE,29135,Unemployment
1,Hispanic,FALSE,56496,PrivateWork
1,Hispanic,FALSE,45536,PrivateWork
1,Asian,FALSE,40568,PrivateWork
1,Hispanic,FALSE,60714,Unemployment
1,Hispanic,FALSE,34188,Unemployment
1,Asian,FALSE,51458,Unemployment
1,White,TRUE,47642,SelfEmployed
1,Hispanic,TRUE,54063,Unemployment
1,Asian,TRUE,47679,PrivateWork
1,White,TRUE,60915,SelfEmployed
1,Hispanic,FALSE,38148,SelfEmployed
1,Hispanic,TRUE,56000,PrivateWork
1,White,TRUE,67429,PrivateWork
1,White,TRUE,54668,PrivateWork
1,White,TRUE,62054,PublicWork
1,White,TRUE,57292,SelfEmployed
1,Black,TRUE,61719,PrivateWork
1,White,TRUE,122083,SelfEmployed
1,Hispanic,TRUE,38477,PublicWork
1,Black,TRUE,52051,SelfEmployed
1,Asian,FALSE,40172,PublicWork
1,Hispanic,TRUE,27031,Unemployment
1,Hispanic,TRUE,10664,Unemployment
1,Asian,FALSE,48326,PublicWork
1,Hispanic,TRUE,43294,PublicWork
1,Black,FALSE,16174,Unemployment
1,Black,FALSE,32260,Unemployment
1,Hispanic,TRUE,17901,Unemployment
1,Hispanic,TRUE,,Unemployment
1,Asian,TRUE,19849,Unemployment
1,Asian,TRUE,12895,Unemployment
1,Black,TRUE,49813,PublicWork
1,Asian,FALSE,33220,Unemployment
1,White,TRUE,78827,PublicWork
1,Asian,TRUE,80606,PublicWork
1,Black,FALSE,39831,PublicWork
1,Black,FALSE,59142,PublicWork
1,Asian,FALSE,47171,PublicWork
1,White,FALSE,94911,PublicWork
1,White,FALSE,105285,PublicWork
1,Hispanic,TRUE,78059,SelfEmployed
1,White,TRUE,125559,SelfEmployed
1,Hispanic,TRUE,47000,SelfEmployed
1,Asian,FALSE,38688,PublicWork
1,Black,TRUE,37852,PublicWork
1,White,TRUE,52375,SelfEmployed
1,Asian,FALSE,93304,PublicWork
1,White,TRUE,76324,PublicWork
1,Hispanic,FALSE,39873,Unemployment
1,Hispanic,TRUE,26042,Unemployment
1,Black,TRUE,30862,Unemployment
1,Black,TRUE,38851,PublicWork
1,Hispanic,TRUE,29350,PrivateWork
1,Hispanic,TRUE,29286,FamilyWork
1,Hispanic,FALSE,39801,PublicWork
1,White,TRUE,37012,PrivateWork
1,Hispanic,TRUE,43816,PrivateWork
1,White,TRUE,48500,PrivateWork
1,Hispanic,TRUE,48309,SelfEmployed
1,White,TRUE,43581,PrivateWork
1,Hispanic,TRUE,38556,PrivateWork
1,Hispanic,FALSE,25498,PrivateWork
1,Hispanic,FALSE,35462,SelfEmployed
1,Asian,TRUE,57500,SelfEmployed
1,White,TRUE,57159,PrivateWork
1,Hispanic,TRUE,41972,PrivateWork
1,Asian,TRUE,43472,PrivateWork
1,White,TRUE,41544,SelfEmployed
1,Hispanic,FALSE,42316,PrivateWork
1,Hispanic,TRUE,46741,PrivateWork
1,Hispanic,TRUE,31663,SelfEmployed
1,Hispanic,TRUE,54176,SelfEmployed
1,Asian,TRUE,90139,PrivateWork
1,White,TRUE,72330,Unemployment
1,White,TRUE,53289,SelfEmployed
1,Hispanic,TRUE,36792,FamilyWork
1,White,TRUE,85160,PrivateWork
1,Asian,FALSE,63354,PrivateWork
1,Hispanic,FALSE,75878,PrivateWork
1,Asian,TRUE,71982,PrivateWork
1,Hispanic,TRUE,50089,PublicWork
1,Hispanic,FALSE,22268,Unemployment
1,White,TRUE,30807,SelfEmployed
1,Hispanic,TRUE,39821,Unemployment
1,Hispanic,TRUE,39295,SelfEmployed
1,Hispanic,TRUE,35459,FamilyWork
1,Hispanic,FALSE,31473,Unemployment
1,Hispanic,TRUE,31949,SelfEmployed
1,Hispanic,FALSE,31268,SelfEmployed
1,Asian,FALSE,34977,PrivateWork
1,Hispanic,FALSE,42903,PrivateWork
1,Asian,FALSE,28785,Unemployment
1,White,TRUE,62098,FamilyWork
1,Asian,TRUE,42488,PrivateWork
1,Asian,FALSE,49259,PrivateWork
1,Hispanic,FALSE,41034,PrivateWork
1,Hispanic,FALSE,35129,Unemployment
1,Hispanic,TRUE,52486,Unemployment
1,White,TRUE,36722,SelfEmployed
1,White,TRUE,38214,SelfEmployed
1,Hispanic,TRUE,46053,Unemployment
1,Hispanic,TRUE,72813,SelfEmployed
1,White,TRUE,37229,PrivateWork
1,Hispanic,TRUE,30521,SelfEmployed
1,White,TRUE,41092,SelfEmployed
1,White,TRUE,67304,FamilyWork
1,White,TRUE,27543,SelfEmployed
1,Hispanic,TRUE,76125,PrivateWork
1,Hispanic,TRUE,67467,PrivateWork
1,Hispanic,FALSE,57649,PrivateWork
1,Hispanic,FALSE,71889,FamilyWork
1,Hispanic,FALSE,23741,PrivateWork
1,Hispanic,FALSE,71197,PrivateWork
1,Hispanic,FALSE,34879,PrivateWork
1,Hispanic,FALSE,31068,SelfEmployed
1,Hispanic,FALSE,43568,PrivateWork
1,Asian,FALSE,49063,SelfEmployed
1,Asian,FALSE,29613,SelfEmployed
1,Asian,FALSE,34591,Unemployment
1,Asian,FALSE,35077,SelfEmployed
1,Hispanic,FALSE,31708,PrivateWork
1,Hispanic,FALSE,44726,PrivateWork
1,Hispanic,FALSE,29554,PublicWork
1,Hispanic,FALSE,48411,Unemployment
1,Hispanic,FALSE,35441,Unemployment
1,Hispanic,FALSE,28856,PrivateWork
1,Hispanic,FALSE,30798,PrivateWork
1,Hispanic,FALSE,38194,PrivateWork
1,Hispanic,FALSE,26074,Unemployment
1,Hispanic,FALSE,18324,PrivateWork
1,Hispanic,FALSE,23047,PrivateWork
1,Hispanic,FALSE,24875,SelfEmployed
1,Hispanic,FALSE,32818,SelfEmployed
1,Hispanic,FALSE,17152,SelfEmployed
